STATE,CONSTITUENCY,CANDIDATE,PARTY,VOTES
UTTAR PRADESH,SAMBHAL,NEM SINGH JATAV ADVOCATE,JAN SHAKTI DAL,600
UTTAR PRADESH,SAMBHAL,NONE OF THE ABOVE,NONE OF THE ABOVE,1683
UTTAR PRADESH,ASMOLI,PINKI YADAV,SAMAJWADI PARTY,97610
UTTAR PRADESH,ASMOLI,NARENDRA SINGH,BHARATIYA JANATA PARTY,76484
UTTAR PRADESH,ASMOLI,AQEELURREHMAN KHAN,BAHUJAN SAMAJ PARTY,67457
UTTAR PRADESH,ASMOLI,RAMSARAN,SARV SAMBHAAV PARTY,1689
UTTAR PRADESH,ASMOLI,DHIRENDRA YADAV,RASHTRIYA LOK DAL,1027
UTTAR PRADESH,ASMOLI,PAPPU,INDEPENDENT,960
UTTAR PRADESH,ASMOLI,ASHARAF,KISAN SHAKTI JANTANTRIK PARTY,906
UTTAR PRADESH,ASMOLI,AJAY KUMAR,INDEPENDENT,646
UTTAR PRADESH,ASMOLI,MAHARAM SINGH,INDEPENDENT,542
UTTAR PRADESH,ASMOLI,ZAKIR HUSAIN,INDEPENDENT,534
UTTAR PRADESH,ASMOLI,ZAKIR KHAN,INDEPENDENT,318
UTTAR PRADESH,ASMOLI,NONE OF THE ABOVE,NONE OF THE ABOVE,1872
UTTAR PRADESH,CHANDAUSI,GULAB DEVI,BHARATIYA JANATA PARTY,104806
UTTAR PRADESH,CHANDAUSI,KM. VIMLESH KUMARI,INDIAN NATIONAL CONGRESS,59337
UTTAR PRADESH,CHANDAUSI,VIRMAWATI,BAHUJAN SAMAJ PARTY,51049
UTTAR PRADESH,CHANDAUSI,JYOTASNA,MAHAN DAL,3615
UTTAR PRADESH,CHANDAUSI,RAVINDRA KUMAR,RASHTRIYA LOK DAL,1278
UTTAR PRADESH,CHANDAUSI,BRHAM DEV,INDEPENDENT,1257
UTTAR PRADESH,CHANDAUSI,RAMPAL SINGH,INDEPENDENT,597
UTTAR PRADESH,CHANDAUSI,NONE OF THE ABOVE,NONE OF THE ABOVE,2135
UTTAR PRADESH,BILARI,MOHD. FAEEM,SAMAJWADI PARTY,85682
UTTAR PRADESH,BILARI,SURESH SAINI,BHARATIYA JANATA PARTY,72241
UTTAR PRADESH,BILARI,RISHIPAL SINGH,BAHUJAN SAMAJ PARTY,60976
UTTAR PRADESH,BILARI,ARIF HUSAIN,PEACE PARTY,2666
UTTAR PRADESH,BILARI,ANIL CHAUDHARY,RASHTRIYA LOK DAL,2493
UTTAR PRADESH,BILARI,YOGENDRA SINGH,INDEPENDENT,1278
UTTAR PRADESH,BILARI,RATANPAL,INDEPENDENT,790
UTTAR PRADESH,BILARI,WASEEM AHMAD,INDEPENDENT,704
UTTAR PRADESH,BILARI,MOHD MOHSIN KAMAL,INDEPENDENT,306
UTTAR PRADESH,BILARI,HARI SINGH,BHARATIYA SUBHASH SENA,269
UTTAR PRADESH,BILARI,DINESH SHARMA,INDEPENDENT,220
UTTAR PRADESH,BILARI,VIJAY SINGH,BHARATIYA MOMIN FRONT,218
UTTAR PRADESH,BILARI,ANANDI,INDEPENDENT,150
UTTAR PRADESH,BILARI,NONE OF THE ABOVE,NONE OF THE ABOVE,1123
UTTAR PRADESH,KUNDARKI,MOHAMMAD RIZWAN,SAMAJWADI PARTY,110561
UTTAR PRADESH,KUNDARKI,RAMVEER SINGH,BHARATIYA JANATA PARTY,99740
UTTAR PRADESH,KUNDARKI,AKBAR HUSAIN,BAHUJAN SAMAJ PARTY,36071
UTTAR PRADESH,KUNDARKI,ISRAR HUSAIN,ALL INDIA MAJLIS-E-ITTEHADUL MUSLIMEEN,7025
UTTAR PRADESH,KUNDARKI,MOHAMMAD NABI,RASHTRIYA LOK DAL,4078
UTTAR PRADESH,KUNDARKI,MOHD. ZAKI,INDEPENDENT,1578
UTTAR PRADESH,KUNDARKI,PAPPU SINGH,INDEPENDENT,1342
UTTAR PRADESH,KUNDARKI,RAMJANI,PEACE PARTY,921
UTTAR PRADESH,KUNDARKI,MOHD. RAIS,INDEPENDENT,504
UTTAR PRADESH,KUNDARKI,UVAIS,INDEPENDENT,457
UTTAR PRADESH,KUNDARKI,FAYYAZUL HUSAIN,BHARATIYA BAHUJAN PARIVARTAN PARTY,278
UTTAR PRADESH,KUNDARKI,SANTU URF SANTOSH KUMAR,BHARATIYA SUBHASH SENA,246
UTTAR PRADESH,KUNDARKI,IRFAN ALI,INDEPENDENT,191
UTTAR PRADESH,KUNDARKI,RAJENDRA,JAN SHAKTI DAL,168
UTTAR PRADESH,KUNDARKI,NONE OF THE ABOVE,NONE OF THE ABOVE,1170
UTTAR PRADESH,MORADABAD NAGAR,RITESH KUMAR GUPTA,BHARATIYA JANATA PARTY,123467
UTTAR PRADESH,MORADABAD NAGAR,MOHAMMAD YUSUF ANSARI,SAMAJWADI PARTY,120274
UTTAR PRADESH,MORADABAD NAGAR,ATEEQ AHMED SAIFI,BAHUJAN SAMAJ PARTY,24650
UTTAR PRADESH,MORADABAD NAGAR,B.K SAINI,SHIVSENA,2022
UTTAR PRADESH,MORADABAD NAGAR,RAUF,RASHTRIYA LOK DAL,1035
UTTAR PRADESH,MORADABAD NAGAR,GYANENDRA KUMAR,INDEPENDENT,966
UTTAR PRADESH,MORADABAD NAGAR,SHAHBUDDIN,ALL INDIA MAJLIS-E-ITTEHADUL MUSLIMEEN,947
UTTAR PRADESH,MORADABAD NAGAR,ABDUL RAUK,PEACE PARTY,633
UTTAR PRADESH,MORADABAD NAGAR,HARKISHOR SINGH,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),420
UTTAR PRADESH,MORADABAD NAGAR,MAMTA GUPTA,INDEPENDENT,414
UTTAR PRADESH,MORADABAD NAGAR,RISHI BHARDWAJ,INDEPENDENT,223
UTTAR PRADESH,MORADABAD NAGAR,VINAY PRAKESH,NIRBAL INDIAN SHOSHIT HAMARA AAM DAL,212
UTTAR PRADESH,MORADABAD NAGAR,DRESPAL SINGH,RASHTRIYA CONGRESS (BABU JAGJIVANRAM),211
UTTAR PRADESH,MORADABAD NAGAR,RAJEEV KUMAR DUBEY,AARAKSHAN VIRODHI PARTY,205
UTTAR PRADESH,MORADABAD NAGAR,VIJETA GUPTA,RASHTRIYA MAZDOOR EKTA PARTY,145
UTTAR PRADESH,MORADABAD NAGAR,RADHEY SHYAM,RASHTRIYA CONGRESS(J) PARTY,126
UTTAR PRADESH,MORADABAD NAGAR,NONE OF THE ABOVE,NONE OF THE ABOVE,855
UTTAR PRADESH,MORADABAD RURAL,HAJI IKRAM QURESHI,SAMAJWADI PARTY,97916
UTTAR PRADESH,MORADABAD RURAL,HARIOM SHARMA,BHARATIYA JANATA PARTY,69135
UTTAR PRADESH,MORADABAD RURAL,MOHD KAMRANUL HAQ,RASHTRIYA LOK DAL,23404
UTTAR PRADESH,MORADABAD RURAL,PANNALAL URF BABLU SAINI,BAHUJAN SAMAJ PARTY,20054
UTTAR PRADESH,MORADABAD RURAL,MOHD ASLAM,ALL INDIA MAJLIS-E-ITTEHADUL MUSLIMEEN,3503
UTTAR PRADESH,MORADABAD RURAL,FAHEEM,INDEPENDENT,2038
UTTAR PRADESH,MORADABAD RURAL,PRANSHU JOSHI,INDEPENDENT,1565
UTTAR PRADESH,MORADABAD RURAL,BRAHMSWAROOP,COMMUNIST PARTY OF INDIA (MARXIST),771
UTTAR PRADESH,MORADABAD RURAL,PARUL SHARMA,INDEPENDENT,363
UTTAR PRADESH,MORADABAD RURAL,NASERUDDIN,INDEPENDENT,361
UTTAR PRADESH,MORADABAD RURAL,KUSUM,INDEPENDENT,347
UTTAR PRADESH,MORADABAD RURAL,MOHD NASIR,INDEPENDENT,287
UTTAR PRADESH,MORADABAD RURAL,RAMPRASAD,SHIVSENA,257
UTTAR PRADESH,MORADABAD RURAL,VIVEK GUPTA,AARAKSHAN VIRODHI PARTY,234
UTTAR PRADESH,MORADABAD RURAL,MOHD ASLAM URF PASA,REPUBLICAN PARTY OF INDIA (A),185
UTTAR PRADESH,MORADABAD RURAL,DINESH KUMAR,BHARATIYA SUBHASH SENA,165
UTTAR PRADESH,MORADABAD RURAL,DINESH KUMAR YADAV,RASHTRIYA CONGRESS(J) PARTY,143
UTTAR PRADESH,MORADABAD RURAL,NONE OF THE ABOVE,NONE OF THE ABOVE,639
UTTAR PRADESH,THAKURDWARA,NAVAB JAN,SAMAJWADI PARTY,107865
UTTAR PRADESH,THAKURDWARA,RAJPAL SINGH CHAUHAN,BHARATIYA JANATA PARTY,94456
UTTAR PRADESH,THAKURDWARA,VIJAY YADAV,BAHUJAN SAMAJ PARTY,39821
UTTAR PRADESH,THAKURDWARA,EJAJ AHMAD,ALL INDIA MAJLIS-E-ITTEHADUL MUSLIMEEN,9444
UTTAR PRADESH,THAKURDWARA,ATEEQ AHMAD,COMMUNIST PARTY OF INDIA (MARXIST),1096
UTTAR PRADESH,THAKURDWARA,ABID,INDEPENDENT,771
UTTAR PRADESH,THAKURDWARA,HARPAL SINGH,RASHTRIYA LOK DAL,598
UTTAR PRADESH,THAKURDWARA,JITENDRA KUMAR SHARMA,BHARATIYA SUBHASH SENA,505
UTTAR PRADESH,THAKURDWARA,SHAMSHAD HUSSAIN,INDEPENDENT,504
UTTAR PRADESH,THAKURDWARA,ATUL KUMAR,INDEPENDENT,320
UTTAR PRADESH,THAKURDWARA,NONE OF THE ABOVE,NONE OF THE ABOVE,1040
UTTAR PRADESH,KANTH,RAJESH KUMAR SINGH (CHUNNU),BHARATIYA JANATA PARTY,76307
UTTAR PRADESH,KANTH,ANEESURREHMAN,SAMAJWADI PARTY,73959
UTTAR PRADESH,KANTH,MOHD. NASIR,BAHUJAN SAMAJ PARTY,43820
UTTAR PRADESH,KANTH,FIZAULLAH CHAUDHRY,ALL INDIA MAJLIS-E-ITTEHADUL MUSLIMEEN,22908
UTTAR PRADESH,KANTH,MUHAMMED USMAN ALI,PEACE PARTY,13931
UTTAR PRADESH,KANTH,DINESH KUMAR SAINI,INDEPENDENT,10924
UTTAR PRADESH,KANTH,AFAK ALI KHAN,RASHTRIYA LOK DAL,3458
UTTAR PRADESH,KANTH,KASHIF,INDEPENDENT,1744
UTTAR PRADESH,KANTH,RAMRAKSHPAL,SHIVSENA,1086
UTTAR PRADESH,KANTH,MOHAMMAD AMIL,NATIONAL LOKMAT PARTY,950
UTTAR PRADESH,KANTH,RAFIULLAH KHAN,INDEPENDENT,866
UTTAR PRADESH,KANTH,MADAN LAL SINGH,NATIONALIST CONGRESS PARTY,861
UTTAR PRADESH,KANTH,MOHD ISRAR,INDEPENDENT,744
UTTAR PRADESH,KANTH,SATISH KUMAR,RASHTRIYA CONGRESS(J) PARTY,351
UTTAR PRADESH,KANTH,NONE OF THE ABOVE,NONE OF THE ABOVE,1199
UTTAR PRADESH,NOORPUR,LOKENDRA SINGH,BHARATIYA JANATA PARTY,79172
UTTAR PRADESH,NOORPUR,NAIM UL HASAN,SAMAJWADI PARTY,66436
UTTAR PRADESH,NOORPUR,GOHAR IQBAL,BAHUJAN SAMAJ PARTY,45902
UTTAR PRADESH,NOORPUR,VIJAYPAL SINGH,MAHAN DAL,5338
UTTAR PRADESH,NOORPUR,YOGESH URF TILLU TYAGI,RASHTRIYA LOK DAL,2172
UTTAR PRADESH,NOORPUR,MAHBOOB,PEACE PARTY,811
UTTAR PRADESH,NOORPUR,AMIT KUMAR SINGH,INDEPENDENT,753
UTTAR PRADESH,NOORPUR,HARSWAROOP,INDEPENDENT,482
UTTAR PRADESH,NOORPUR,DINESH KUMAR,INDEPENDENT,376
UTTAR PRADESH,NOORPUR,RAJPAL,AKHAND SAMAJ PARTY,308
UTTAR PRADESH,NOORPUR,RAVENDAR KUMAR,INDEPENDENT,243
UTTAR PRADESH,NOORPUR,NONE OF THE ABOVE,NONE OF THE ABOVE,1115
UTTAR PRADESH,CHANDPUR,KAMLESH SAINI,BHARATIYA JANATA PARTY,92345
UTTAR PRADESH,CHANDPUR,MOHAMMAD IQBAL,BAHUJAN SAMAJ PARTY,56696
UTTAR PRADESH,CHANDPUR,MO. ARSHAD,SAMAJWADI PARTY,36531
UTTAR PRADESH,CHANDPUR,SHER BAAZ KHAN,INDIAN NATIONAL CONGRESS,15826
UTTAR PRADESH,CHANDPUR,SURENDRA KUMAR VERMA,RASHTRIYA LOK DAL,11880
UTTAR PRADESH,CHANDPUR,FARMAN,PEACE PARTY,1457
UTTAR PRADESH,CHANDPUR,AMAR SINGH,COMMUNIST PARTY OF INDIA (MARXIST),799
UTTAR PRADESH,CHANDPUR,BHUPENDRA,INDEPENDENT,600
UTTAR PRADESH,CHANDPUR,RAMCHARAN,INDEPENDENT,584
UTTAR PRADESH,CHANDPUR,JAGAT SINGH,INDEPENDENT,450
UTTAR PRADESH,CHANDPUR,ILYAS,INDEPENDENT,384
UTTAR PRADESH,CHANDPUR,NONE OF THE ABOVE,NONE OF THE ABOVE,932
UTTAR PRADESH,BIJNOR,SUCHI,BHARATIYA JANATA PARTY,105548
UTTAR PRADESH,BIJNOR,RUCHI VIRA,SAMAJWADI PARTY,78267
UTTAR PRADESH,BIJNOR,RASHID AHMAD,BAHUJAN SAMAJ PARTY,49788
UTTAR PRADESH,BIJNOR,RAHUL SINGH,RASHTRIYA LOK DAL,7799
UTTAR PRADESH,BIJNOR,GAURAV KUMAR DHIMAN,GAREEB KRANTI PARTY,830
UTTAR PRADESH,BIJNOR,RAFEEQ AHMAD,INDEPENDENT,774
UTTAR PRADESH,BIJNOR,BHUPENDRA SINGH,BHARATIYA MOMIN FRONT,466
UTTAR PRADESH,BIJNOR,RAHUL KUMAR,INDEPENDENT,448
UTTAR PRADESH,BIJNOR,PARVEZ AQIL,ALL INDIA MINORITIES FRONT,375
UTTAR PRADESH,BIJNOR,BEGRAJ,RASHTRIYA MAHAN GANTANTRA PARTY,235
UTTAR PRADESH,BIJNOR,NONE OF THE ABOVE,NONE OF THE ABOVE,1241
UTTAR PRADESH,NEHTAUR,OMKUMAR,BHARATIYA JANATA PARTY,76644
UTTAR PRADESH,NEHTAUR,MUNNALAL PREMI,INDIAN NATIONAL CONGRESS,53493
UTTAR PRADESH,NEHTAUR,VIVEK SINGH,BAHUJAN SAMAJ PARTY,47059
UTTAR PRADESH,NEHTAUR,CHANDRAPAL SINGH,RASHTRIYA LOK DAL,6486
UTTAR PRADESH,NEHTAUR,NIRMALA DEVI,INDEPENDENT,935
UTTAR PRADESH,NEHTAUR,NAIPAL,GAREEB KRANTI PARTY,561
UTTAR PRADESH,NEHTAUR,JITENDRA SINGH,INDEPENDENT,479
UTTAR PRADESH,NEHTAUR,PREM SINGH,INDEPENDENT,430
UTTAR PRADESH,NEHTAUR,GAJRAJ SINGH,INDEPENDENT,302
UTTAR PRADESH,NEHTAUR,RANJEET SINGH,UTTAR PRADESH REPUBLICAN PARTY,294
UTTAR PRADESH,NEHTAUR,SUNITA SINGH,BHARATIYA MOMIN FRONT,251
UTTAR PRADESH,NEHTAUR,NONE OF THE ABOVE,NONE OF THE ABOVE,1273
UTTAR PRADESH,DHAMPUR,ASHOK KUMAR RANA,BHARATIYA JANATA PARTY,82169
UTTAR PRADESH,DHAMPUR,THA. MOOL CHAND CHAUHAN,SAMAJWADI PARTY,64305
UTTAR PRADESH,DHAMPUR,MUHAMMAD GHAZI,BAHUJAN SAMAJ PARTY,42836
UTTAR PRADESH,DHAMPUR,NAIMUDDIN,RASHTRIYA LOK DAL,659
UTTAR PRADESH,DHAMPUR,FIRASAT,AMBEDKAR NATIONAL CONGRESS,519
UTTAR PRADESH,DHAMPUR,KAMPI,BHARATIYA MOMIN FRONT,467
UTTAR PRADESH,DHAMPUR,LAXMAN,INDEPENDENT,349
UTTAR PRADESH,DHAMPUR,MOHD. DANISH,INDEPENDENT,342
UTTAR PRADESH,DHAMPUR,BHOOPENDRA KUMAR,AKHAND SAMAJ PARTY,295
UTTAR PRADESH,DHAMPUR,NONE OF THE ABOVE,NONE OF THE ABOVE,1020
UTTAR PRADESH,BARHAPUR,SUSHANT KUMAR,BHARATIYA JANATA PARTY,78744
UTTAR PRADESH,BARHAPUR,HUSAIN AHMAD,INDIAN NATIONAL CONGRESS,68920
UTTAR PRADESH,BARHAPUR,FAHAD YAZDANI,BAHUJAN SAMAJ PARTY,50684
UTTAR PRADESH,BARHAPUR,DR INDRA DEV SINGH,INDEPENDENT,6190
UTTAR PRADESH,BARHAPUR,RADHA,RASHTRIYA LOK DAL,3449
UTTAR PRADESH,BARHAPUR,KULVEER SINGH,INDEPENDENT,3164
UTTAR PRADESH,BARHAPUR,NIHAL SINGH,BHARTIYA HARIT PARTY,1586
UTTAR PRADESH,BARHAPUR,ABID ANSARI,INDEPENDENT,1468
UTTAR PRADESH,BARHAPUR,TAHIR HUSAIN,INDEPENDENT,1110
UTTAR PRADESH,BARHAPUR,NIRMAL MISHRA,INDEPENDENT,963
UTTAR PRADESH,BARHAPUR,AJAY KUMAR,GAREEB KRANTI PARTY,845
UTTAR PRADESH,BARHAPUR,MONIKA AHLAWAT,INDEPENDENT,748
UTTAR PRADESH,BARHAPUR,ROHITASH,INDEPENDENT,596
UTTAR PRADESH,BARHAPUR,BIRJESH,PEACE PARTY,562
UTTAR PRADESH,BARHAPUR,CHANDRA SHEKHAR,INDEPENDENT,524
UTTAR PRADESH,BARHAPUR,GAJALA TAUSIF,INDEPENDENT,409
UTTAR PRADESH,BARHAPUR,JAYPAL SINGH,INDEPENDENT,358
UTTAR PRADESH,BARHAPUR,TODA SINGH,BHARATIYA SUBHASH SENA,345
UTTAR PRADESH,BARHAPUR,SAMLESH SAINI,RASHTRIYA LOK SAMTA PARTY,277
UTTAR PRADESH,BARHAPUR,SHAILENDRA PRATAP,INDEPENDENT,253
UTTAR PRADESH,BARHAPUR,MUKUL,INDEPENDENT,206
UTTAR PRADESH,BARHAPUR,SADHANA SINGH,INDEPENDENT,192
UTTAR PRADESH,BARHAPUR,NONE OF THE ABOVE,NONE OF THE ABOVE,556
UTTAR PRADESH,NAGINA,MANOJ KUMAR PARAS,SAMAJWADI PARTY,77145
UTTAR PRADESH,NAGINA,OMWATI DEVI,BHARATIYA JANATA PARTY,69178
UTTAR PRADESH,NAGINA,VIRENDRA PAL,BAHUJAN SAMAJ PARTY,49693
UTTAR PRADESH,NAGINA,NEELAM,ALL INDIA MAJLIS-E-ITTEHADUL MUSLIMEEN,4385
UTTAR PRADESH,NAGINA,DR.PHOOL SINGH CHAUDHARY,PEACE PARTY,2541
UTTAR PRADESH,NAGINA,YADRAM SINGH CHANDEL,RASHTRIYA LOK DAL,2113
UTTAR PRADESH,NAGINA,CHANDRVIR SINGH,INDEPENDENT,685
UTTAR PRADESH,NAGINA,VIJAY,INDEPENDENT,636
UTTAR PRADESH,NAGINA,MANOHAR,INDEPENDENT,555
UTTAR PRADESH,NAGINA,CHIRANJEE LAL,RASHTRIYA LOK SAMTA PARTY,493
UTTAR PRADESH,NAGINA,JAGDISH SINGH,INDEPENDENT,449
UTTAR PRADESH,NAGINA,SARVESH ALIAS SHABNAM,VANCHITSAMAJ INSAAF PARTY,287
UTTAR PRADESH,NAGINA,SAPNA,NATIONAL AMAN PARTY,171
UTTAR PRADESH,NAGINA,SATENDRA KUMAR,GAREEB KRANTI PARTY,141
UTTAR PRADESH,NAGINA,NONE OF THE ABOVE,NONE OF THE ABOVE,1431
UTTAR PRADESH,NAJIBABAD,TASLEEM AHMAD,SAMAJWADI PARTY,81082
UTTAR PRADESH,NAJIBABAD,RAJIV KUMAR AGARWAL,BHARATIYA JANATA PARTY,79080
UTTAR PRADESH,NAJIBABAD,JAMEEL AHMAD,BAHUJAN SAMAJ PARTY,45070
UTTAR PRADESH,NAJIBABAD,LEENA SINGHAL,RASHTRIYA LOK DAL,3587
UTTAR PRADESH,NAJIBABAD,TAZEEM SIDDIQUI,ALL INDIA MAJLIS-E-ITTEHADUL MUSLIMEEN,2094
UTTAR PRADESH,NAJIBABAD,UMESH KUSHWAHA DANI,INDEPENDENT,848
UTTAR PRADESH,NAJIBABAD,DHARA SINGH,INDEPENDENT,784
UTTAR PRADESH,NAJIBABAD,SAMPURNANAND PANDEY,SAMPOORNA SAMAJ PARTY,447
UTTAR PRADESH,NAJIBABAD,ASARPAT SINGH,INDEPENDENT,439
UTTAR PRADESH,NAJIBABAD,ASHFAK MAHIGEER,APNA DESH PARTY,393
UTTAR PRADESH,NAJIBABAD,HEMENDRA,BHARATIYA MOMIN FRONT,237
UTTAR PRADESH,NAJIBABAD,KULDEEP,BHARATIYA BAHUJAN PARIVARTAN PARTY,184
UTTAR PRADESH,NAJIBABAD,MOHD UMAR,GAREEB KRANTI PARTY,175
UTTAR PRADESH,NAJIBABAD,NONE OF THE ABOVE,NONE OF THE ABOVE,1516
UTTAR PRADESH,MEERAPUR,AVTAR SINGH BHADANA,BHARATIYA JANATA PARTY,69035
UTTAR PRADESH,MEERAPUR,LIYAKAT ALI,SAMAJWADI PARTY,68842
UTTAR PRADESH,MEERAPUR,NAWAZISH ALAM KHAN,BAHUJAN SAMAJ PARTY,39689
UTTAR PRADESH,MEERAPUR,MITHLESHPAL,RASHTRIYA LOK DAL,22751
UTTAR PRADESH,MEERAPUR,SANDEEP KUMAR,NIRBAL INDIAN SHOSHIT HAMARA AAM DAL,474
UTTAR PRADESH,MEERAPUR,IMRANA,AKHIL BHARTIYA VIKAS CONGRESS PARTY,462
UTTAR PRADESH,MEERAPUR,MOH. MOOSA,INDEPENDENT,451
UTTAR PRADESH,MEERAPUR,NABAB ALI,INDEPENDENT,305
UTTAR PRADESH,MEERAPUR,MOH. JISHAN,BAHUJAN MUKTI PARTY,292
UTTAR PRADESH,MEERAPUR,ADESH KUMAR,INDEPENDENT,238
UTTAR PRADESH,MEERAPUR,MANOJ SAINI,SHIVSENA,237
UTTAR PRADESH,MEERAPUR,MOTIRAM,MAJDOOR KISAN UNION PARTY,200
UTTAR PRADESH,MEERAPUR,DHARAMVEER SINGH SAINI,JANSATTA PARTY,174
UTTAR PRADESH,MEERAPUR,ANJUM KAMAL,INDEPENDENT,165
UTTAR PRADESH,MEERAPUR,NONE OF THE ABOVE,NONE OF THE ABOVE,1090
UTTAR PRADESH,KHATAULI,VIKRAM SINGH,BHARATIYA JANATA PARTY,94771
UTTAR PRADESH,KHATAULI,CHANDAN SINGH CHAUHAN,SAMAJWADI PARTY,63397
UTTAR PRADESH,KHATAULI,SHIVAN SINGH SAINI,BAHUJAN SAMAJ PARTY,37380
UTTAR PRADESH,KHATAULI,SHAHNAWAZ RANA,RASHTRIYA LOK DAL,12846
UTTAR PRADESH,KHATAULI,BRAHM SINGH,COMMUNIST PARTY OF INDIA,823
UTTAR PRADESH,KHATAULI,JANARDAN SHARMA,HINDUSTAN UTTHAN PARTY,626
UTTAR PRADESH,KHATAULI,YAJPAL,INDEPENDENT,598
UTTAR PRADESH,KHATAULI,SURENDRA KUMAR,AKHIL BHARAT HINDU MAHASABHA,332
UTTAR PRADESH,KHATAULI,ADESH,BHARATIYA BAHUJAN PARIVARTAN PARTY,315
UTTAR PRADESH,KHATAULI,DEEPAK KUMAR,INDEPENDENT,315
UTTAR PRADESH,KHATAULI,BHARATVIR,INDEPENDENT,312
UTTAR PRADESH,KHATAULI,AASHI GAUR,LOK DAL,207
UTTAR PRADESH,KHATAULI,SATAYVEER SINGH,INDEPENDENT,201
UTTAR PRADESH,KHATAULI,BRAJ BHUSHAN,BHARTIYA SARVODAYA PARTY,148
UTTAR PRADESH,KHATAULI,MAYA,AKHIL BHARTIYA VIKAS CONGRESS PARTY,131
UTTAR PRADESH,KHATAULI,NONE OF THE ABOVE,NONE OF THE ABOVE,694
UTTAR PRADESH,MUZAFFAR NAGAR,KAPIL DEV AGARWAL,BHARATIYA JANATA PARTY,97838
UTTAR PRADESH,MUZAFFAR NAGAR,GAURAV SWARUP BANSAL,SAMAJWADI PARTY,87134
UTTAR PRADESH,MUZAFFAR NAGAR,RAKESH KUMAR SHARMA,BAHUJAN SAMAJ PARTY,21038
UTTAR PRADESH,MUZAFFAR NAGAR,PAYAL MAHESHWARI,RASHTRIYA LOK DAL,5640
UTTAR PRADESH,MUZAFFAR NAGAR,SANGITA,INDEPENDENT,1008
UTTAR PRADESH,MUZAFFAR NAGAR,MURTAZA SALMANI,COMMUNIST PARTY OF INDIA,491
UTTAR PRADESH,MUZAFFAR NAGAR,SHAHZAMA KHAN,INDEPENDENT,249
UTTAR PRADESH,MUZAFFAR NAGAR,ZAKIR ALI RANA,INDEPENDENT,240
UTTAR PRADESH,MUZAFFAR NAGAR,RAJ KISHOR,INDEPENDENT,199
UTTAR PRADESH,MUZAFFAR NAGAR,KRISHAN PAL SINGH,BHARAT LOK SEWAK PARTY,177
UTTAR PRADESH,MUZAFFAR NAGAR,JAMSHED,INDEPENDENT,131
UTTAR PRADESH,MUZAFFAR NAGAR,KARAN SINGH SAINI,JANSATTA PARTY,92
UTTAR PRADESH,MUZAFFAR NAGAR,REENU ALIAS SAKSHI,AKHIL BHARAT HINDU MAHASABHA,81
UTTAR PRADESH,MUZAFFAR NAGAR,BABITA,BHARTIYA RASHTRIYA JANSATTA,55
UTTAR PRADESH,MUZAFFAR NAGAR,SANJAY KUMAR,BHARAT JANTA DAL (TUGHLAQ),52
UTTAR PRADESH,MUZAFFAR NAGAR,RISHI RAM,INDEPENDENT,44
UTTAR PRADESH,MUZAFFAR NAGAR,NONE OF THE ABOVE,NONE OF THE ABOVE,1133
UTTAR PRADESH,PURQAZI,PRAMOD UTWAL,BHARATIYA JANATA PARTY,77491
UTTAR PRADESH,PURQAZI,DEEPAK KUMAR,INDIAN NATIONAL CONGRESS,66238
UTTAR PRADESH,PURQAZI,ANIL KUMAR,BAHUJAN SAMAJ PARTY,46401
UTTAR PRADESH,PURQAZI,CHOTI,RASHTRIYA LOK DAL,8227
UTTAR PRADESH,PURQAZI,UMA KIRAN,SAMAJWADI PARTY,2570
UTTAR PRADESH,PURQAZI,KAVITA,NIRBAL INDIAN SHOSHIT HAMARA AAM DAL,871
UTTAR PRADESH,PURQAZI,ANIL KUMAR,BAHUJAN MUKTI PARTY,579
UTTAR PRADESH,PURQAZI,MANOJ KUMAR,INDEPENDENT,298
UTTAR PRADESH,PURQAZI,MITVA BHANVAR,NATIONAL LOKMAT PARTY,260
UTTAR PRADESH,PURQAZI,AATMARAM,INDEPENDENT,245
UTTAR PRADESH,PURQAZI,NONE OF THE ABOVE,NONE OF THE ABOVE,1139
UTTAR PRADESH,CHARTHAWAL,VIJAY KUMAR KASHYAP,BHARATIYA JANATA PARTY,82046
UTTAR PRADESH,CHARTHAWAL,MUKESH KUMAR CHAUDHARY,SAMAJWADI PARTY,58815
UTTAR PRADESH,CHARTHAWAL,NOOR SALEEM RANA,BAHUJAN SAMAJ PARTY,47704
UTTAR PRADESH,CHARTHAWAL,SALMAN ZAIDI,RASHTRIYA LOK DAL,14442
UTTAR PRADESH,CHARTHAWAL,VISHAL KUMAR,NIRBAL INDIAN SHOSHIT HAMARA AAM DAL,975
UTTAR PRADESH,CHARTHAWAL,AMITA SINGH,LOK DAL,549
UTTAR PRADESH,CHARTHAWAL,ADESH KUMAR,INDEPENDENT,444
UTTAR PRADESH,CHARTHAWAL,FURAKAN,INDEPENDENT,385
UTTAR PRADESH,CHARTHAWAL,JAIPAL SINGH SAINI,JANSATTA PARTY,305
UTTAR PRADESH,CHARTHAWAL,ARSAD MANSURI,AKHIL BHARTIYA VIKAS CONGRESS PARTY,281
UTTAR PRADESH,CHARTHAWAL,NONE OF THE ABOVE,NONE OF THE ABOVE,1018
UTTAR PRADESH,BUDHANA,UMESH MALIK,BHARATIYA JANATA PARTY,97781
